word1,word2,similarity_type,relation
speeding,scud,direct,hyponym
parity,parity,direct,synonym
irremovable,removable,direct,antonym
sorrier,disconsolate,direct,synonym
bunk,berth,direct,synonym
bosomy,curvaceous,direct,synonym
ratified,validate,direct,hypernym
doh,ut,direct,synonym
fascinate,entrance,direct,synonym
strand,abandon,direct,hypernym
rasher,rockfish,direct,hypernym
steeper,steeper,direct,synonym
coerce,dragoon,direct,hyponym
inspire,prompt,direct,synonym
somebody,african,direct,hyponym
boiling,churn,direct,synonym
foolish,wise,direct,antonym
prosecuted,commit,direct,hyponym
cloud,overshadow,direct,hyponym
misconception,delusion,direct,hyponym
stuck,dumbfound,direct,synonym
inflexible,flexible,direct,antonym
tang,nip,direct,synonym
enforced,enforce,direct,synonym
further,promote,direct,synonym
yield,gain,direct,hypernym
loath,loth,direct,synonym
webby,lacy,direct,synonym
tested,determine,direct,hypernym
alibi,exculpation,direct,synonym
refuge,resource,direct,hypernym
pulley,bollock,direct,hyponym
anthropomorphised,impute,direct,hypernym
withdraws,isolate,direct,hypernym
rucksack,haversack,direct,synonym
cleansing,cleanse,direct,synonym
restated,repeat,direct,synonym
confirms,substantiate,direct,synonym
series,quarterly,direct,hyponym
gloriosa,gloriosa,direct,synonym
choking,fall,direct,hyponym
fastened,chock,direct,hyponym
downer,medicine,direct,hypernym
devise,spatchcock,direct,hyponym
tolbooth,tollhouse,direct,synonym
polack,pole,direct,hypernym
burns,flare,direct,hyponym
undulation,flap,direct,hyponym
swell,beau,direct,synonym
penciled,penciled,direct,synonym
woof,thread,direct,hypernym
anatomy,figure,direct,synonym
beat,whomp,direct,hyponym
transited,bring,direct,hypernym
taciturnity,reticence,direct,synonym
taking,give,direct,antonym
bunch,agglomeration,direct,hypernym
denuded,strip,direct,synonym
thawing,weather,direct,hypernym
quarter,ghetto,direct,hyponym
gone,patter,direct,hyponym
shoal,sandbank,direct,hypernym
undoes,make,direct,antonym
went,squelch,direct,hyponym
airing,vent,direct,synonym
ennobling,gentle,direct,synonym
container,cup,direct,hyponym
lifted,hike,direct,hyponym
ratatouille,stew,direct,hypernym
malformed,distorted,direct,synonym
require,want,direct,synonym
alter,unscramble,direct,hyponym
tibia,shinbone,direct,synonym
shamisen,shamisen,direct,synonym
state,action,direct,hyponym
line,melody,direct,synonym
bind,pledge,direct,hyponym
shouted,shriek,direct,hyponym
well,badly,direct,antonym
performing,hamming,direct,hyponym
accommodating,provide,direct,hypernym
accessory,fitting,direct,hyponym
gotten,cut,direct,hyponym
served,act,direct,hyponym
wrestler,grappler,direct,synonym
condition,hospitalization,direct,hyponym
clamor,express,direct,hypernym
cordovan,leather,direct,hypernym
arena,skybox,direct,hyponym
tatty,trashy,direct,synonym
goed,pop,direct,hyponym
spot,sainthood,direct,hyponym
incumbency,position,direct,hypernym
jaunty,dashing,direct,synonym
accumulated,conglomerate,direct,synonym
invalided,remove,direct,hypernym
container,instrumentality,direct,hypernym
unbalance,derangement,direct,synonym
freakier,outre,direct,synonym
turnes,pronate,direct,hyponym
soapier,smarmy,direct,synonym
announcement,promulgation,direct,synonym
goof,sin,direct,synonym
brace,support,direct,hypernym
omen,prognosticate,direct,synonym
instituted,initiate,direct,hypernym
burns,feel,direct,hypernym
scorekeeper,scorer,direct,synonym
businessperson,entrepreneur,direct,hyponym
temper,season,direct,synonym
schooled,cultivate,direct,synonym
colores,redden,direct,hyponym
struggling,fence,direct,hyponym
subdue,subordinate,direct,synonym
putting,estimate,direct,hypernym
addes,concatenate,direct,hyponym
overplaying,act,direct,hypernym
sat,serve,direct,hypernym
toping,tail,direct,hyponym
noble,ignoble,direct,antonym
twaddle,blabber,direct,synonym
intermission,blackout,direct,hyponym
chunkier,lumpy,direct,synonym
mujahidin,mujahedeen,direct,synonym
exhibitionist,compulsive,direct,hypernym
invalides,hock,direct,hyponym
lodging,file,direct,synonym
blowing,blow,direct,synonym
vacillates,hover,direct,synonym
rage,ramp,direct,synonym
stalk,stock,direct,hyponym
sender,set,direct,hypernym
lapsing,backsliding,direct,synonym
growed,acquire,direct,synonym
coming,rank,direct,hypernym
suit,moot,direct,hyponym
bunch,clump,direct,synonym
attacked,act,direct,hypernym
inattentiveness,heedlessness,direct,synonym
guiltiest,guilty,direct,synonym
necessitated,need,direct,synonym
dos,menace,direct,hyponym
speaking,spiel,direct,hyponym
recorded,keep,direct,hyponym
acted,wait,direct,hyponym
perfecter,pure,direct,synonym
run,cut,direct,hyponym
strangles,strangle,direct,synonym
emphatically,unquestionably,direct,synonym
permeates,invade,direct,hyponym
sexually,sexually,direct,synonym
sheika,wife,direct,hypernym
ashy,ashy,direct,synonym
check,determine,direct,synonym
going,conk,direct,synonym
badness,quality,direct,hypernym
fites,suit,direct,synonym
renovate,revivify,direct,synonym
equivalent,cognition,direct,hypernym
hummock,knoll,direct,synonym
sparer,plain,direct,synonym
inclined,tend,direct,synonym
energy,muscularity,direct,synonym
scaring,terrify,direct,hyponym
philadelphia,philadelphia,direct,synonym
beleaguered,besiege,direct,synonym
stoop,act,direct,hypernym
clout,blow,direct,hypernym
rised,heighten,direct,synonym
circumstantially,minutely,direct,synonym
nattier,jaunty,direct,synonym
production,deliverable,direct,hyponym
ruminate,study,direct,hyponym
gaminess,raciness,direct,synonym
suckles,feed,direct,hypernym
podium,pulpit,direct,synonym
recouped,recover,direct,synonym
expanding,revive,direct,hyponym
botching,fluff,direct,synonym
annoying,rile,direct,synonym
ameliorates,advance,direct,hyponym
reveles,delight,direct,synonym
throwback,recurrence,direct,hypernym
bird,hen,direct,hyponym
borrowing,adoption,direct,synonym
windes,wander,direct,synonym
uneasiness,nervousness,direct,hypernym
diverted,amused,direct,synonym
shrewdness,knowingness,direct,hyponym
amnestied,pardon,direct,hypernym
weed,locoweed,direct,synonym
taxed,strain,direct,hypernym
ruffling,swagger,direct,synonym
working,color,direct,hyponym
admirer,suitor,direct,hyponym
cosmopolite,sophisticate,direct,hypernym
piping,yowl,direct,hyponym
bunch,agglomerate,direct,hyponym
changing,mark,direct,hyponym
travail,work,direct,hypernym
situation,eldership,direct,hyponym
sounding,vocalise,direct,synonym
role,part,direct,synonym
increased,grow,direct,hyponym
someone,anti,direct,hyponym
honor,esteem,direct,hyponym
wait,moratorium,direct,hyponym
control,skillfulness,direct,hypernym
vicious,vicious,direct,synonym
emitted,grumble,direct,hyponym
inured,harden,direct,synonym
luncher,eater,direct,hypernym
marker,artifact,direct,hypernym
deprived,disestablish,direct,hyponym
moshed,mosh,direct,synonym
demoralize,confuse,direct,hypernym
runing,circulate,direct,hypernym
counteroffensive,counteroffensive,direct,synonym
amount,smallness,direct,hyponym
forsook,forsake,direct,synonym
bolstered,reinforce,direct,hypernym
guard,measure,direct,hypernym
seized,preoccupy,direct,hyponym
foregrounding,spotlight,direct,synonym
hypothesise,theorize,direct,synonym
suds,spume,direct,synonym
prepares,cultivate,direct,hyponym
palmistry,palmistry,direct,synonym
manoeuvering,park,direct,hyponym
nullify,quash,direct,synonym
tossed,unlearn,direct,hyponym
rating,rat,direct,synonym
procurer,pander,direct,synonym
craft,tradecraft,direct,hyponym
handwriting,script,direct,synonym
tasteless,tasteless,direct,synonym
seethe,roll,direct,synonym
filed,register,direct,synonym
tucking,enclose,direct,hypernym
diabetic,diabetic,direct,synonym
beduin,nomad,direct,hypernym
embossing,stamp,direct,synonym
keepes,stay,direct,hypernym
misjudge,miscalculate,direct,hyponym
deadlock,deadlock,direct,synonym
instructor,schoolteacher,direct,hyponym
fabric,boucle,direct,hyponym
handle,broach,direct,hypernym
grate,chew,direct,hyponym
bump,hit,direct,hypernym
fastening,tighten,direct,synonym
disciplined,develop,direct,hypernym
presbyopia,hyperopia,direct,hypernym
verify,check,direct,hyponym
exacerbates,anger,direct,hypernym
grumbler,grumbler,direct,synonym
ousting,ejection,direct,hypernym
achievement,performance,direct,hyponym
affray,fracas,direct,synonym
indivisible,divisible,direct,antonym
soused,wet,direct,synonym
fringe,hairdo,direct,hypernym
situation,judgeship,direct,hyponym
doctored,load,direct,hypernym
idiotic,imbecilic,direct,synonym
supposedly,supposedly,direct,synonym
positioning,bed,direct,hyponym
exhaust,spew,direct,hyponym
testily,petulantly,direct,synonym
line,confectionery,direct,hyponym
cheaper,tinny,direct,synonym
consonant,lingual,direct,hyponym
teasing,pestiferous,direct,synonym
interrelates,tutor,direct,hyponym
keeper,keeper,direct,synonym
tessellation,juxtaposition,direct,hypernym
burden,essence,direct,synonym
chattered,piffle,direct,synonym
dally,dawdle,direct,synonym
formation,formation,direct,synonym
region,zone,direct,hyponym
bodacious,bodacious,direct,synonym
fondling,tickle,direct,hyponym
indeterminacy,inconclusiveness,direct,hyponym
flirt,toying,direct,synonym
ranting,talk,direct,hypernym
adjusted,modulate,direct,hyponym
adulterated,stretch,direct,synonym
jumbled,addle,direct,hyponym
sold,be,direct,hypernym
cohere,adhere,direct,synonym
actuated,actuate,direct,synonym
stunt,impede,direct,hypernym
change,uglify,direct,hyponym
intervening,interact,direct,hypernym
fording,traverse,direct,hypernym
reprimanded,chide,direct,synonym
inescapably,inescapably,direct,synonym
vitiates,invalidate,direct,synonym
damp,weaken,direct,synonym
stuffing,stuffing,direct,synonym
surfaced,well,direct,hyponym
squinched,squinting,direct,synonym
hamper,handicap,direct,synonym
marveled,react,direct,hypernym
sparsity,thinness,direct,synonym
acerbity,acrimony,direct,synonym
sandwich,butty,direct,hyponym
instituted,make,direct,hypernym
sensitivity,responsiveness,direct,hyponym
actualization,actualization,direct,synonym
makin,makin,direct,synonym
rode,twit,direct,synonym
transportation,transport,direct,synonym
nation,english,direct,hyponym
need,necessity,direct,hypernym
recognised,curtsy,direct,hyponym
immensely,vastly,direct,synonym
intensified,change,direct,hypernym
imposing,foist,direct,hyponym
prepaid,prepay,direct,synonym
extrapolation,extrapolation,direct,synonym
birchen,birch,direct,synonym
gnawed,decay,direct,hypernym
bares,hype,direct,hyponym
yield,move,direct,hypernym
differentiate,mark,direct,synonym
freelancer,mercenary,direct,synonym
whir,birr,direct,synonym
modify,ripen,direct,hyponym
quaestor,official,direct,hypernym
tally,add,direct,synonym
wrung,squash,direct,hypernym
wrought,freelance,direct,hyponym
situation,commandership,direct,hyponym
working,riddle,direct,hyponym
glanced,glance,direct,synonym
cleft,stick,direct,synonym
repents,repent,direct,synonym
cavalryman,dragoon,direct,hyponym
slight,rebuff,direct,synonym
catched,delay,direct,hypernym
studding,add,direct,hypernym
hereby,hereby,direct,synonym
twilit,twilight,direct,synonym
rewording,reword,direct,synonym
carrying,run,direct,synonym
one,unit,direct,hypernym
halted,hold,direct,synonym
baseball,softball,direct,hyponym
riles,get,direct,hyponym
dropped,hang,direct,hypernym
vertebrate,mammal,direct,hyponym
demolish,humiliate,direct,hypernym
gist,nub,direct,synonym
reclamation,reclamation,direct,synonym
colorized,purple,direct,hyponym
transcend,overstep,direct,synonym
exotoxin,endotoxin,direct,antonym
copied,duplicate,direct,hypernym
biggest,braggart,direct,synonym
bluenose,bluenose,direct,synonym
wildfowl,bird,direct,hypernym
addiction,addiction,direct,synonym
dermatitis,dermatitis,direct,synonym
obliging,obligate,direct,synonym
interrupter,interrupter,direct,synonym
perpetration,perpetration,direct,synonym
knob,thickening,direct,synonym
sang,psalm,direct,hyponym
hammier,hammy,direct,synonym
uttered,coo,direct,hyponym
provision,calculation,direct,hyponym
late,recently,direct,synonym
melding,commingle,direct,synonym
bandes,ring,direct,synonym
sentiment,sentimentality,direct,hyponym
overextending,strain,direct,hypernym
criticism,knock,direct,hyponym
privileged,privileged,direct,synonym
depict,sketch,direct,hyponym
roughest,unsmooth,direct,synonym
cluing,clew,direct,synonym
staines,dip,direct,hyponym
claimant,applicant,direct,hypernym
soul,partner,direct,hyponym
enthusiast,fanatic,direct,hyponym
delivering,redeem,direct,synonym
deviltry,devilment,direct,synonym
throttling,bound,direct,synonym
rebuilds,construct,direct,hypernym
faithful,unfaithful,direct,antonym
recourse,resort,direct,synonym
movement,change,direct,hypernym
soaking,drench,direct,synonym
windowsill,windowsill,direct,synonym
bilk,scotch,direct,synonym
whiff,whiff,direct,synonym
vela,velum,direct,synonym
coiffed,bob,direct,hyponym
suspect,think,direct,hypernym
covenant,confirm,direct,hyponym
article,ware,direct,hyponym
release,unblock,direct,synonym
experienced,undergo,direct,hypernym
authorization,control,direct,hypernym
ignite,kindle,direct,hyponym
corrected,change,direct,hypernym
belittling,denigration,direct,synonym
changed,stain,direct,hyponym
corruption,corruption,direct,synonym
sum,join,direct,synonym
amends,damage,direct,synonym
writes,draw,direct,hyponym
modifying,set,direct,hyponym
mesh,snood,direct,hyponym
spillage,release,direct,synonym
oner,i,direct,synonym
smartness,stylishness,direct,synonym
overcame,master,direct,synonym
biologist,ecologist,direct,hyponym
convertible,security,direct,hypernym
diffusing,mantle,direct,hyponym
channelize,starboard,direct,hyponym
panderer,wrongdoer,direct,hypernym
concerted,conjunct,direct,synonym
leave,remember,direct,hyponym
hobgoblin,object,direct,hypernym
victor,contestant,direct,hypernym
turning,unbend,direct,antonym
bluetick,bluetick,direct,synonym
ism,belief,direct,hypernym
nuclear,nuclear,direct,synonym
walk,flounce,direct,hyponym
sufficed,do,direct,synonym
telles,propagandize,direct,hyponym
approve,sanction,direct,synonym
dissent,rebel,direct,hyponym
seeking,feel,direct,hyponym
gurgle,babble,direct,synonym
tusker,mammal,direct,hypernym
took,turn,direct,hyponym
excerpt,extract,direct,synonym
cuting,rebate,direct,hyponym
strengthening,restrengthen,direct,hyponym
culvert,culvert,direct,synonym
inflexible,compromising,direct,antonym
stuttering,stutter,direct,synonym
retooled,substitute,direct,hypernym
irritable,excitable,direct,synonym
beates,soak,direct,hyponym
packing,fill,direct,hypernym
agreed,look,direct,hyponym
boozing,tipple,direct,hyponym
teratology,teratology,direct,synonym
changed,gradate,direct,hyponym
blistering,blister,direct,synonym
editing,redact,direct,synonym
mashing,mash,direct,synonym
slogging,work,direct,hypernym
snooze,drowse,direct,synonym
spread,metastasize,direct,hyponym
rooming,board,direct,synonym
playing,roleplay,direct,synonym
tiger,tigress,direct,hyponym
dual,double,direct,synonym
teenaged,teenaged,direct,synonym
attempted,gamble,direct,hyponym
salt,glutamate,direct,hyponym
go,angle,direct,hyponym
investigation,investigating,direct,synonym
unhinge,distract,direct,synonym
refuting,disown,direct,hypernym
avowed,admit,direct,hypernym
cower,grovel,direct,synonym
overemphasizes,overemphasize,direct,synonym
predicating,imply,direct,hypernym
coypu,rodent,direct,hypernym
persuade,assure,direct,hyponym
placarded,post,direct,hypernym
anniversary,millennium,direct,hyponym
scolding,remonstrate,direct,synonym
caesarean,delivery,direct,hypernym
tease,ride,direct,synonym
nowadays,today,direct,synonym
slick,pat,direct,synonym
designation,diagnosis,direct,hyponym
antimalarial,quinacrine,direct,hyponym
irregularity,irregularity,direct,synonym
ranting,declamation,direct,hypernym
outmatching,outperform,direct,synonym
pub,tavern,direct,hypernym
muller,muller,direct,synonym
damnedest,unsaved,direct,synonym
tranquillised,affect,direct,hypernym
nestling,waif,direct,hyponym
connects,dissociate,direct,antonym
disfavor,handicap,direct,hyponym
setoff,setoff,direct,synonym
situation,speakership,direct,hyponym
